date,name,description,importance,unemployment_rate,unemployment_rate_6m,unemployment_rate_12m,unemployment_rate_18m,unemployment_rate_24m,gdp,gdp_6m,gdp_12m,gdp_18m,gdp_24m,cpi,cpi_6m,cpi_12m,cpi_18m,cpi_24m,oil_price,oil_price_6m,oil_price_12m,oil_price_18m,oil_price_24m
1973-10-01,The Oil Crisis (1973),"An embargo by OAPEC that caused oil prices to quadruple, leading to a global recession and massive shifts in energy policies worldwide.",5,4.6,0.5,1.4000000000000004,4.0,3.8000000000000007,6150.131,-52.8730000000005,-119.66700000000037,-193.09600000000046,34.39899999999943,4.765238145,2.050924588,5.796229916,6.808550311000001,3.3443493800000006,4.31,5.8,6.8500000000000005,6.8500000000000005,6.8500000000000005
1973-10-06,The Yom Kippur War (1973),"Conflict between Israel and a coalition of Arab states, leading to the oil embargo and significant economic repercussions globally.",4,4.6,0.5,1.4000000000000004,4.200000000000001,3.8000000000000007,6150.131,-38.38000000000011,-119.66700000000037,-150.52100000000064,34.39899999999943,4.765238145,2.3394830110000004,5.796229916,6.933113621,3.3443493800000006,4.31,5.8,6.8500000000000005,6.8500000000000005,6.8500000000000005
1970-01-01,The Stagflation Period (1970s),"A period characterized by high inflation and stagnant economic growth, impacting global economies and monetary policies.",4,3.9,1.0000000000000004,2.0000000000000004,2.0000000000000004,1.9,5300.652,7.511999999999716,142.96699999999964,172.40700000000015,331.9970000000003,6.592370014,0.5596048299999996,0.42248799800000025,-1.3531703129999997,-2.864089545,3.35,0.0,0.20999999999999996,0.20999999999999996,0.20999999999999996
1979-01-01,The Iranian Revolution (1979),"The overthrow of the Shah of Iran, leading to a dramatic increase in oil prices and disruptions in global oil supplies.",5,5.9,-0.20000000000000018,0.39999999999999947,1.6999999999999993,1.2999999999999998,7238.727,7.726999999999862,102.82999999999993,-48.4380000000001,76.94999999999982,9.070516336,1.1986569109999987,4.399219409999999,6.703650382999999,3.6147356629999994,14.85,4.250000000000002,17.65,24.65,22.15
1989-11-09,The Fall of the Berlin Wall (1989),"A pivotal event in the end of the Cold War, leading to economic reforms in Eastern Europe and the reunification of Germany.",4,5.4,0.0,0.7999999999999998,1.5,1.5999999999999996,9938.767,145.08799999999974,59.9369999999999,90.7430000000004,176.5619999999999,4.797568826,0.36916361299999956,0.88553937,0.42487706499999955,-0.4478912560000001,19.82,-1.583000000000002,12.479999999999997,1.4199999999999982,2.6449999999999996
1990-08-02,The Gulf War (1990-1991),"A conflict following Iraq's invasion of Kuwait, leading to significant changes in oil prices and global economies.",5,5.7,0.7000000000000002,1.2000000000000002,1.5999999999999996,1.8999999999999995,10090.569,-138.65300000000025,-10.373999999999796,145.86599999999999,359.1040000000012,5.836270781,-0.02098037199999947,-1.4431762729999997,-1.783962035,-2.2081506959999997,27.174,-2.215,-5.486000000000001,-8.354,-5.823999999999998
1990-01-01,The Internet Boom (1990s),The rapid expansion of the internet leading to the tech boom and significant economic changes globally.,5,5.4,-0.20000000000000018,1.0,1.5,1.8999999999999995,10047.386,36.46899999999914,-95.47000000000116,-17.876000000000204,189.04899999999907,4.905908309,0.4647893639999996,0.9093821000000002,0.02874564000000035,-0.8535995630000004,22.641,-5.77,2.3180000000000014,-2.445999999999998,-3.820999999999998
1997-07-01,The Asian Financial Crisis (1997),"A period of financial crisis that gripped much of Asia, leading to severe economic disruptions and changes in global finance.",5,4.9,-0.20000000000000018,-0.40000000000000036,-0.5,-0.6000000000000005,12471.01,106.48500000000058,511.7420000000002,720.6599999999999,1133.7610000000004,2.752239262,-0.13070363999999968,-0.14890331499999965,-0.31441626199999995,-0.6410952619999999,19.63,-1.3099999999999987,-5.549999999999999,-8.35,0.4400000000000013
2001-09-11,The 9/11 Attacks (2001),Terrorist attacks in the U.S. that led to global economic downturns and significant changes in international security and policies.,5,5.0,0.7000000000000002,0.7000000000000002,0.9000000000000004,1.0999999999999996,14214.516,158.26900000000023,305.1170000000002,399.625,774.2659999999996,3.388746,0.0797340000000002,-0.3621399999999997,-0.7696109999999998,-1.214435,25.88,-1.4599999999999973,3.7900000000000027,7.669999999999998,2.41
2007-01-01,The Global Financial Crisis (2007-2008),"A severe worldwide economic crisis that occurred, largely due to the housing bubble and financial institution failures, prompting the Great Recession.",5,4.6,0.0,0.40000000000000036,1.0,2.7,16611.69,101.6239999999998,231.31300000000192,331.6010000000024,-126.34000000000015,3.136734,-0.5150200000000003,-0.3890389999999999,-0.2028030000000003,-0.522227,54.57,12.910000000000004,38.38,79.36000000000001,-13.549999999999997
2010-01-01,The Arab Spring (2010-2012),A series of protest movements across the Arab world that led to significant economic upheaval and changes in governments.,4,9.8,-0.40000000000000036,-0.7000000000000011,-0.7000000000000011,-1.5,16582.71,160.45200000000114,337.9220000000023,452.40400000000227,784.2999999999993,1.170764,-0.3927512999999999,-0.21676879999999987,0.12318600000000002,0.9425870000000003,78.22,-2.8700000000000045,11.200000000000003,18.070000000000007,22.019999999999996
2010-01-01,The Eurozone Debt Crisis (2010-2012),"A multi-year debt crisis affecting several European countries, impacting the global economy and leading to austerity measures.",5,9.8,-0.40000000000000036,-0.7000000000000011,-0.7000000000000011,-1.5,16582.71,160.45200000000114,337.9220000000023,452.40400000000227,784.2999999999993,1.170764,-0.3927512999999999,-0.21676879999999987,0.12318600000000002,0.9425870000000003,78.22,-2.8700000000000045,11.200000000000003,18.070000000000007,22.019999999999996
